ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_feature,misc_val,mo_sold,yr_sold,saleprice,porch_total,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_ClyTile,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw,fence_No Fence,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
20,85.0,10533,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1956,1956,VinylSd,VinylSd,BrkFace,244.0,3,Gd,CBlock,3,3,1,3,773.0,1,0.0,235.0,1008.0,3,Y,1024,0,0,1024,1.0,0.0,1,0,2,1,4,5,Typ,2,3,Attchd,1956.0,1,1.0,313.0,3,3,Y,0,0,0,0,280,0,0,None,0,8,2006,157500,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,69.05520046484602,11692,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,1993,1994,HdBoard,HdBoard,BrkFace,372.0,4,TA,PConc,4,3,1,6,624.0,1,0.0,549.0,1173.0,5,Y,1215,1017,0,2232,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1993.0,2,2.0,623.0,3,3,Y,173,165,0,0,0,0,0,None,0,10,2009,263550,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,12546,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1981,1981,MetalSd,MetalSd,BrkFace,310.0,4,Gd,CBlock,4,3,1,4,678.0,1,0.0,762.0,1440.0,5,Y,1440,0,0,1440,0.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,1981.0,3,2.0,467.0,3,3,Y,0,0,99,0,0,0,0,None,0,4,2007,182900,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,21695,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,9,1988,2007,Wd Sdng,Plywood,BrkFace,260.0,4,Gd,CBlock,4,3,1,6,808.0,1,0.0,72.0,880.0,5,Y,1680,0,0,1680,1.0,0.0,2,0,3,1,4,5,Typ,1,4,Attchd,1988.0,3,2.0,540.0,3,3,Y,292,44,0,182,0,0,0,None,0,12,2009,222000,518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,77.0,9278,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Feedr,Artery,1Fam,5,5,2007,2008,VinylSd,VinylSd,None,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,1092.0,1092.0,5,Y,1092,0,0,1092,0.0,0.0,1,0,2,1,3,5,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,Y,0,52,0,0,0,0,0,None,0,2,2008,146000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1948,1973,VinylSd,VinylSd,None,0.0,3,TA,BrkTil,3,3,1,3,338.0,1,0.0,1221.0,1559.0,4,Y,1559,0,0,1559,1.0,0.0,1,0,2,1,3,5,Min2,0,0,Detchd,1948.0,1,2.0,812.0,3,3,Y,0,116,230,0,0,0,0,None,0,6,2007,153500,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,129.0,16737,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,9,5,2004,2005,VinylSd,VinylSd,BrkFace,66.0,4,TA,PConc,5,3,3,6,1447.0,1,0.0,533.0,1980.0,5,Y,1980,0,0,1980,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2004.0,3,3.0,770.0,3,3,Y,194,45,0,0,0,0,0,None,0,9,2006,315000,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,80.0,9200,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,1998,1998,VinylSd,VinylSd,BrkFace,473.0,4,TA,PConc,4,3,1,6,986.0,1,0.0,484.0,1470.0,4,Y,1470,1160,0,2630,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,1998.0,3,3.0,696.0,3,3,Y,0,66,0,0,0,0,0,None,0,6,2008,315000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,73.0,9801,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2007,2007,VinylSd,VinylSd,Stone,156.0,4,TA,PConc,4,3,3,1,0.0,1,0.0,1341.0,1341.0,5,Y,1341,520,0,1861,0.0,0.0,3,0,3,1,4,7,Typ,1,4,BuiltIn,2007.0,2,3.0,851.0,3,3,Y,144,60,0,0,0,0,0,None,0,7,2008,257000,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
85,150.0,14137,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,4,5,1964,1964,HdBoard,HdBoard,BrkFace,98.0,3,TA,CBlock,4,3,3,5,865.0,2,247.0,88.0,1200.0,4,Y,1200,0,0,1200,1.0,0.0,1,0,3,1,3,6,Typ,0,0,2Types,1964.0,3,3.0,850.0,3,3,Y,0,119,0,0,171,0,0,None,0,11,2008,173000,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,69.05520046484602,14762,Pave,No_alley,IR2,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,5,6,1948,1950,Plywood,Plywood,None,0.0,3,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,4,Y,1547,720,53,2320,0.0,0.0,2,0,2,1,3,7,Typ,1,3,Attchd,1979.0,1,2.0,672.0,3,3,P,120,144,0,0,0,0,0,None,0,5,2006,169000,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,117.0,15262,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2003,2004,VinylSd,VinylSd,BrkFace,470.0,4,TA,PConc,5,3,4,6,1557.0,1,0.0,643.0,2200.0,5,Y,2200,0,0,2200,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2003.0,3,3.0,685.0,3,3,Y,208,55,0,0,0,0,0,None,0,7,2009,382500,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,75.0,9742,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2002,2002,VinylSd,VinylSd,BrkFace,281.0,4,TA,PConc,4,3,1,1,0.0,1,0.0,1777.0,1777.0,5,Y,1795,0,0,1795,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2002.0,2,2.0,534.0,3,3,Y,171,159,0,0,0,0,0,None,0,9,2008,230000,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,74.0,8532,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1954,1990,Wd Sdng,Wd Sdng,BrkFace,650.0,3,TA,CBlock,3,3,1,3,1213.0,1,0.0,84.0,1297.0,4,Y,1297,0,0,1297,0.0,1.0,1,0,3,1,3,5,Typ,1,3,Attchd,1954.0,3,2.0,498.0,3,3,Y,0,0,0,0,0,0,0,None,0,10,2009,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,79.0,10634,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1953,1953,MetalSd,MetalSd,None,0.0,3,TA,PConc,3,3,1,4,428.0,2,180.0,0.0,608.0,3,Y,1319,0,0,1319,1.0,0.0,1,0,3,1,3,5,Min2,0,0,Attchd,1953.0,1,1.0,270.0,3,3,Y,66,0,0,0,0,0,0,None,0,11,2009,123000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,65.0,14753,Pave,No_alley,IR2,Low,AllPub,Gtl,PosN,Norm,1Fam,7,5,1998,1998,VinylSd,VinylSd,None,0.0,3,TA,PConc,4,3,2,6,950.0,1,0.0,513.0,1463.0,5,Y,1463,0,0,1463,1.0,0.0,2,0,3,1,3,5,Typ,0,0,Attchd,1998.0,3,2.0,539.0,3,3,Y,0,81,0,0,0,0,0,None,0,12,2009,207000,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75,87.0,18386,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,9,1880,2002,CemntBd,CmentBd,None,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,1470.0,1470.0,5,Y,1675,1818,0,3493,0.0,0.0,3,0,3,1,4,10,Typ,1,5,Attchd,2003.0,1,3.0,870.0,3,3,Y,302,0,0,0,0,0,0,None,0,5,2008,295000,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,60.0,12450,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAe,Norm,1Fam,5,5,2003,2004,VinylSd,VinylSd,BrkFace,126.0,4,TA,PConc,4,3,1,6,729.0,1,0.0,365.0,1094.0,5,Y,1094,0,0,1094,1.0,0.0,1,0,3,1,4,6,Typ,0,0,Detchd,2004.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,None,0,5,2007,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,69.05520046484602,7851,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2002,2002,VinylSd,VinylSd,None,99.69590931493346,4,TA,PConc,4,3,1,6,625.0,1,0.0,235.0,860.0,5,Y,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,Typ,2,3,BuiltIn,2002.0,3,2.0,440.0,3,3,Y,288,48,0,0,0,0,0,None,0,5,2010,216500,336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,50.0,5175,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAn,Feedr,1Fam,5,8,1958,2000,VinylSd,VinylSd,None,0.0,3,TA,CBlock,3,3,1,4,150.0,5,404.0,254.0,808.0,5,Y,808,0,0,808,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1963.0,1,1.0,308.0,3,3,N,143,0,0,0,0,0,0,None,0,7,2007,112000,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20,69.05520046484602,8398,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1967,1967,MetalSd,MetalSd,BrkFace,323.0,3,Gd,CBlock,3,3,1,2,114.0,4,529.0,300.0,943.0,3,Y,943,0,0,943,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1972.0,1,2.0,528.0,3,3,Y,132,0,0,0,0,0,0,None,0,6,2007,134500,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,53.0,3710,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2007,2008,WdShing,Wd Shng,BrkFace,20.0,4,TA,PConc,4,3,4,1,0.0,1,0.0,1146.0,1146.0,5,Y,1246,0,0,1246,0.0,0.0,2,0,2,1,4,5,Typ,1,4,Attchd,2007.0,3,2.0,428.0,3,3,Y,100,24,0,0,0,0,0,None,0,3,2008,187687,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50,60.0,7500,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,4,4,1920,1950,MetalSd,MetalSd,None,0.0,3,Gd,CBlock,3,3,1,1,0.0,1,0.0,698.0,698.0,3,Y,698,430,0,1128,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1980.0,2,2.0,528.0,3,3,Y,30,0,164,0,0,0,0,None,0,4,2010,68400,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,62.0,8010,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,9,1958,2007,Wd Sdng,Wd Sdng,None,0.0,4,Gd,CBlock,3,3,2,6,745.0,1,0.0,206.0,951.0,4,Y,951,0,0,951,1.0,0.0,1,0,2,1,4,6,Typ,0,0,Detchd,1985.0,1,2.0,480.0,3,3,Y,0,0,42,0,0,0,0,Shed,450,9,2009,143500,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80,69.05520046484602,12800,Pave,No_alley,Reg,Low,AllPub,Mod,Norm,Norm,1Fam,7,5,1989,1989,Wd Sdng,Wd Sdng,BrkFace,145.0,4,TA,PConc,4,3,4,6,1518.0,1,0.0,0.0,1518.0,4,Y,1644,0,0,1644,1.0,1.0,2,0,2,1,4,5,Typ,1,3,Attchd,1989.0,3,2.0,569.0,3,3,Y,80,0,0,0,396,0,0,None,0,8,2009,275000,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,82.0,11070,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Duplex,7,5,1988,1989,VinylSd,VinylSd,BrkFace,70.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,1907.0,1907.0,4,Y,1959,0,0,1959,0.0,0.0,3,0,5,2,3,9,Typ,0,0,2Types,1989.0,1,3.0,766.0,3,3,Y,0,0,0,0,0,0,0,None,0,7,2006,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,69.05520046484602,12224,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2000,2000,VinylSd,VinylSd,BrkFace,40.0,4,TA,PConc,4,3,1,6,695.0,1,0.0,297.0,992.0,5,Y,1022,1032,0,2054,1.0,0.0,2,1,3,1,4,7,Typ,1,3,BuiltIn,2000.0,2,2.0,390.0,3,3,Y,24,48,0,0,0,0,0,None,0,7,2009,244000,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,50.0,6953,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,7,1971,2004,VinylSd,VinylSd,None,0.0,3,Gd,CBlock,3,3,1,5,469.0,1,0.0,395.0,864.0,5,Y,874,0,0,874,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1971.0,1,1.0,352.0,3,3,Y,0,0,0,0,0,0,0,None,0,6,2010,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,100.0,11824,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2006,2006,VinylSd,VinylSd,BrkFace,298.0,4,TA,PConc,4,3,3,1,0.0,1,0.0,1685.0,1685.0,5,Y,1685,0,0,1685,0.0,0.0,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,3,3.0,658.0,3,3,Y,112,63,0,0,0,0,0,None,0,4,2007,253000,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Mod,Feedr,Norm,1Fam,4,4,1941,1950,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,693.0,693.0,2,N,693,0,0,693,0.0,0.0,1,0,2,1,2,4,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,N,0,20,0,0,0,0,0,None,0,3,2006,52500,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120,35.0,3907,Pave,No_alley,IR1,HLS,AllPub,Mod,Norm,Norm,TwnhsE,8,6,1989,1989,HdBoard,HdBoard,None,0.0,4,TA,CBlock,4,3,4,6,747.0,1,0.0,235.0,982.0,4,Y,1034,0,0,1034,1.0,0.0,1,0,1,1,4,4,Typ,1,3,Attchd,1989.0,3,2.0,598.0,3,3,Y,141,36,0,0,0,0,0,None,0,4,2010,185000,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,57.0,8918,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2005,2006,VinylSd,VinylSd,None,0.0,4,TA,PConc,4,3,3,1,0.0,1,0.0,745.0,745.0,5,Y,745,745,0,1490,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2005.0,3,2.0,392.0,3,3,Y,36,20,0,0,0,0,0,None,0,7,2009,167800,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
